QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.50	some	Syria	is-part-of	Eurasia	Some Syria is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	tab key	is-part-of	typewriter	Most tab keys are part of typewriters.	-	y	n	n	Thing	device_n1	WordNet3.0
0.17	some	tabletop	is-part-of	booth	Some tabletops are part of booths.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.17	some	tabletop	is-part-of	desk	Some tabletops are part of desks.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.17	some	tabletop	is-part-of	lab	Some tabletops are part of labs.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.17	some	tabletop	is-part-of	laboratory	Some tabletops are part of laboratories.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.17	some	tabletop	is-part-of	table	Some tabletops are part of tables.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.17	some	tabletop	is-part-of	workbench	Some tabletops are part of workbenches.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.14	some	tableware	is-part-of	booth	Some tableware is part of booths.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.14	some	tableware	is-part-of	counter	Some tableware is part of counters.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.14	some	tableware	is-part-of	desk	Some tableware is part of desks.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.14	some	tableware	is-part-of	lab	Some tableware is part of labs.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.14	some	tableware	is-part-of	laboratory	Some tableware is part of laboratories.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.14	some	tableware	is-part-of	table	Some tableware is part of tables.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.14	some	tableware	is-part-of	workbench	Some tableware is part of workbenches.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	tag line	is-part-of	joke	Most tag lines are part of jokes.	-	y	n	n	Thing	message_n2	WordNet3.0
0.25	some	tail assembly	is-part-of	aeroplane	Some tail assemblies are part of aeroplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	tail assembly	is-part-of	airplane	Some tail assemblies are part of airplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	tail assembly	is-part-of	jet	Some tail assemblies are part of jets.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	tail assembly	is-part-of	plane	Some tail assemblies are part of planes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	tail bone	is-part-of	backbone	Some tail bones are part of backbones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.25	some	tail bone	is-part-of	notochord	Some tail bones are part of notochords.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.25	some	tail bone	is-part-of	pelvis	Some tail bones are part of pelves.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.25	some	tail bone	is-part-of	spine	Some tail bones are part of spines.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	ambulance	Some tail lamps are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	auto	Some tail lamps are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	automobile	Some tail lamps are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	car	Some tail lamps are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	dumper	Some tail lamps are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	go-kart	Some tail lamps are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	motorbike	Some tail lamps are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	pickup	Some tail lamps are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	taxi	Some tail lamps are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	tail lamp	is-part-of	truck	Some tail lamps are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	ambulance	Some tail fins are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	angler	Some tail fins are part of anglers.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	anglerfish	Some tail fins are part of anglerfish.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	argentine	Some tail fins are part of argentines.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	auto	Some tail fins are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	automobile	Some tail fins are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	beluga	Some tail fins are part of belugas.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	bluefish	Some tail fins are part of bluefishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	car	Some tail fins are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	carp	Some tail fins are part of carps.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	cod	Some tail fins are part of cods.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	coelacanth	Some tail fins are part of coelacanths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	coney	Some tail fins are part of coneys.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	conger	Some tail fins are part of congers.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	fish	Some tail fins are part of fish.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	flounder	Some tail fins are part of flounder.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	frogfish	Some tail fins are part of frogfishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	gar	Some tail fins are part of gars.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	goby	Some tail fins are part of gobies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	goldfish	Some tail fins are part of goldfishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	guppy	Some tail fins are part of guppies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	hammerhead	Some tail fins are part of hammerheads.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	hind	Some tail fins are part of hinds.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	largemouth	Some tail fins are part of largemouths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	lungfish	Some tail fins are part of lungfishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	molly	Some tail fins are part of mollies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	mosquitofish	Some tail fins are part of mosquitofishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	mullet	Some tail fins are part of mullets.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	perch	Some tail fins are part of perches.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	plaice	Some tail fins are part of plaices.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	ray	Some tail fins are part of rays.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	remora	Some tail fins are part of remoras.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	salmon	Some tail fins are part of salmon.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	shark	Some tail fins are part of sharks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	smallmouth	Some tail fins are part of smallmouths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	snook	Some tail fins are part of snooks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	stickleback	Some tail fins are part of sticklebacks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	stingray	Some tail fins are part of stingrays.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	stonefish	Some tail fins are part of stonefishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.02	some	tail fin	is-part-of	taxi	Some tail fins are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	tail fin	is-part-of	triggerfish	Some tail fins are part of triggerfish.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.33	some	tailgate	is-part-of	dumper	Some tailgates are part of dumpers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.33	some	tailgate	is-part-of	pickup	Some tailgates are part of pickups.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.33	some	tailgate	is-part-of	truck	Some tailgates are part of trucks.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.50	some	Tajikistan	is-part-of	Asia	Some Tajikistan is part of Asia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Tajikistan	is-part-of	Eurasia	Some Tajikistan is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.01	some	talon	is-part-of	albatross	Some talons are part of albatrosses.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	bird	Some talons are part of birds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	blackbird	Some talons are part of blackbirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	bluebird	Some talons are part of bluebirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	booby	Some talons are part of boobies.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	bowerbird	Some talons are part of bowerbirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	brant	Some talons are part of brants.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	budgerigar	Some talons are part of budgerigars.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	budgie	Some talons are part of budgies.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	canary	Some talons are part of canaries.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	canvasback	Some talons are part of canvasbacks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cardinal	Some talons are part of cardinals.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cassowary	Some talons are part of cassowaries.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	chaffinch	Some talons are part of chaffinchs.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	chick	Some talons are part of chicks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	chicken	Some talons are part of chickens.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	chough	Some talons are part of choughs.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cockatiel	Some talons are part of cockatiels.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cockatoo	Some talons are part of cockatoos.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cockerel	Some talons are part of cockerels.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	coot	Some talons are part of coots.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	crake	Some talons are part of crakes.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cuckoo	Some talons are part of cuckoos.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	cygnet	Some talons are part of cygnets.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	dodo	Some talons are part of dodos.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	dove	Some talons are part of doves.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	drake	Some talons are part of drakes.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	duck	Some talons are part of ducks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	eagle	Some talons are part of eagles.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	falcon	Some talons are part of falcons.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	finch	Some talons are part of finches.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	flamingo	Some talons are part of flamingos.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	flycatcher	Some talons are part of flycatchers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	fowl	Some talons are part of fowl.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	gallinule	Some talons are part of gallinules.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	godwit	Some talons are part of godwits.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	goldfinch	Some talons are part of goldfinches.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	goose	Some talons are part of geese.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	gull	Some talons are part of gulls.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	hawk	Some talons are part of hawks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	hen	Some talons are part of hens.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	heron	Some talons are part of herons.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	hoatzin	Some talons are part of hoatzins.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	hummingbird	Some talons are part of hummingbirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	jackdaw	Some talons are part of jackdaws.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	jay	Some talons are part of jays.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	junco	Some talons are part of juncos.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	kestrel	Some talons are part of kestrels.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	kingfisher	Some talons are part of kingfishers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	kittiwake	Some talons are part of kittiwakes.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	lorikeet	Some talons are part of lorikeets.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	macaw	Some talons are part of macaws.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	magpie	Some talons are part of magpies.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	mallard	Some talons are part of mallards.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	martin	Some talons are part of martins.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	meadowlark	Some talons are part of meadowlarks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	moa	Some talons are part of moas.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	mynah	Some talons are part of mynahs.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	oriole	Some talons are part of orioles.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	osprey	Some talons are part of ospreys.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	owl	Some talons are part of owls.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	parakeet	Some talons are part of parakeets.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	parrot	Some talons are part of parrots.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	pelican	Some talons are part of pelicans.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	penguin	Some talons are part of penguins.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	pheasant	Some talons are part of pheasants.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	pigeon	Some talons are part of pigeons.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	plover	Some talons are part of plovers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	puffin	Some talons are part of puffins.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	quack-quack	Some talons are part of quack-quacks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	raptor	Some talons are part of raptors.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	rhea	Some talons are part of rheas.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	roadrunner	Some talons are part of roadrunners.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	robin	Some talons are part of robins.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	rooster	Some talons are part of roosters.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	seabird	Some talons are part of seabirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	seagull	Some talons are part of seagulls.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	shorebird	Some talons are part of shorebirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	songbird	Some talons are part of songbirds.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	sparrow	Some talons are part of sparrows.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	starling	Some talons are part of starlings.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	stork	Some talons are part of storks.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	swan	Some talons are part of swans.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	tanager	Some talons are part of tanagers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	toucan	Some talons are part of toucans.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	turkey	Some talons are part of turkeys.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	vulture	Some talons are part of vultures.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	wagtail	Some talons are part of wagtails.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	warbler	Some talons are part of warblers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	waterfowl	Some talons are part of waterfowls.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	woodpecker	Some talons are part of woodpeckers.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
0.01	some	talon	is-part-of	wren	Some talons are part of wrens.	-	y	n	n	body_part_n1	bird_n1	WordNet3.0
1.00	most	Tanzania	is-part-of	Africa	Most Tanzania is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	tape deck	is-part-of	stereo	Most tape decks are part of stereos.	-	y	n	n	Thing	equipment_n1	WordNet3.0
1.00	most	tape transport	is-part-of	stereo	Most tape transport is part of stereos.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.20	some	taste cell	is-part-of	clapper	Some taste cells are part of clappers.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.20	some	taste cell	is-part-of	epiglottis	Some taste cells are part of epiglottises.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.20	some	taste cell	is-part-of	pharynx	Some taste cells are part of pharynxs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.20	some	taste cell	is-part-of	throat	Some taste cells are part of throats.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.20	some	taste cell	is-part-of	tongue	Some taste cells are part of tongues.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	airway	Some taste buds are part of airways.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	clapper	Some taste buds are part of clappers.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	epiglottis	Some taste buds are part of epiglottises.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	mouth	Some taste buds are part of mouths.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	neck	Some taste buds are part of necks.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	pharynx	Some taste buds are part of pharynxs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	throat	Some taste buds are part of throats.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	tongue	Some taste buds are part of tongues.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	trachea	Some taste buds are part of tracheae.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.10	some	taste bud	is-part-of	windpipe	Some taste buds are part of windpipes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	taxi strip	is-part-of	airport	Most taxi strips are part of airports.	-	y	n	n	Thing	artifact_n1	WordNet3.0
1.00	most	tear duct	is-part-of	eye	Most tear ducts are part of eyes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	tear gland	is-part-of	eye	Most tear glands are part of eyes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	tear sac	is-part-of	eye	Most tear sacs are part of eyes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.33	some	telephone receiver	is-part-of	cellphone	Some telephone receivers are part of cellphones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.33	some	telephone receiver	is-part-of	phone	Some telephone receivers are part of phones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.33	some	telephone receiver	is-part-of	telephone	Some telephone receivers are part of telephones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.50	some	television tube	is-part-of	telly	Some television tubes are part of tellies.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.50	some	television tube	is-part-of	tv	Some television tubes are part of tv.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.50	some	telophase	is-part-of	meiosis	Some telophase is part of meiosis.	-	y	n	n	period_n1	Thing	WordNet3.0
0.50	some	telophase	is-part-of	nondisjunction	Some telophase is part of nondisjunction.	-	y	n	n	period_n1	Thing	WordNet3.0
0.50	some	tendon	is-part-of	diaphragm	Some tendons are part of diaphragms.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	tendon	is-part-of	esophagus	Some tendons are part of esophagi.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	Tennessee	is-part-of	Alabama	Some Tennessee is part of Alabama.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Tennessee	is-part-of	America	Some Tennessee is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Texas	is-part-of	Alabama	Some Texas is part of Alabama.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Texas	is-part-of	America	Some Texas is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	text	is-part-of	anthology	Some text is part of anthologies.	-	y	n	n	written_language_n1	artifact_n1	WordNet3.0
0.33	some	text	is-part-of	magazine	Some text is part of magazines.	-	y	n	n	written_language_n1	artifact_n1	WordNet3.0
0.33	some	text	is-part-of	publication	Some text is part of publications.	-	y	n	n	written_language_n1	artifact_n1	WordNet3.0
1.00	most	Thailand	is-part-of	Asia	Most Thailand is part of Asia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	theater curtain	is-part-of	theater	Some theater curtains are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theater curtain	is-part-of	theatre	Some theater curtains are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theater stage	is-part-of	theater	Some theater stages are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theater stage	is-part-of	theatre	Some theater stages are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theatre curtain	is-part-of	theater	Some theatre curtains are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theatre curtain	is-part-of	theatre	Some theatre curtains are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theatre stage	is-part-of	theater	Some theatre stages are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	theatre stage	is-part-of	theatre	Some theatre stages are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.50	some	thermosphere	is-part-of	sky	Some thermospheres are part of skies.	-	y	n	n	location_n1	Thing	WordNet3.0
0.50	some	thermosphere	is-part-of	world	Some thermospheres are part of worlds.	-	y	n	n	location_n1	Thing	WordNet3.0
0.09	some	thermostat	is-part-of	ambulance	Some thermostats are part of ambulances.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	thermostat	is-part-of	auto	Some thermostats are part of autos.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	thermostat	is-part-of	automobile	Some thermostats are part of automobiles.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	thermostat	is-part-of	car	Some thermostats are part of cars.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	thermostat	is-part-of	dumper	Some thermostats are part of dumpers.	-	y	n	n	device_n1	transport_n1	WordNet3.0
